"household_id","chw_id","region","visit_date","family_size","has_itn","referral_code","issue_date","redemption_date","redemption_facility","referral_status","redemption_status"
"HH0246","CHW008","Dagoretti",2023-07-10,2,FALSE,"REF0157",2023-07-10,NA,NA,"Yes","No"
"HH0247","CHW007","Ruaraka",2023-11-29,2,FALSE,"REF0158",2023-11-29,2023-12-16,"FAC013","Yes","Yes"
"HH0248","CHW009","Kasarani",2023-05-15,8,FALSE,"REF0159",2023-05-15,NA,NA,"Yes","No"
"HH0249","CHW008","Dagoretti",2023-03-04,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0250","CHW008","Dagoretti",2023-08-16,6,FALSE,"REF0160",2023-08-16,NA,NA,"Yes","No"
"HH0251","CHW009","Ruaraka",2023-05-29,3,FALSE,"REF0161",2023-05-29,NA,NA,"Yes","No"
"HH0252","CHW003","Limuru",2023-09-18,4,FALSE,"REF0162",2023-09-18,2023-10-04,"FAC001","Yes","Yes"
"HH0253","CHW006","Kawangware",2023-10-21,3,FALSE,"REF0163",2023-10-21,2023-10-31,"FAC013","Yes","Yes"
"HH0254","CHW008","Dagoretti",2023-07-29,2,FALSE,"REF0164",2023-07-29,2023-08-01,"FAC015","Yes","Yes"
"HH0255","CHW008","Dagoretti",2023-03-07,3,FALSE,"REF0165",2023-03-07,2023-03-24,"FAC002","Yes","Yes"
"HH0256","CHW002","Ruaraka",2023-06-05,6,TRUE,NA,NA,NA,NA,"No","No"
"HH0257","CHW004","Juja",2023-09-23,2,FALSE,"REF0166",2023-09-23,NA,NA,"Yes","No"
"HH0258","CHW009","Dagoretti",2023-03-06,2,FALSE,"REF0167",2023-03-06,2023-03-25,"FAC005","Yes","Yes"
"HH0259","CHW003","Limuru",2023-10-16,1,TRUE,NA,NA,NA,NA,"No","No"
"HH0260","CHW002","Ruaraka",2023-11-25,5,FALSE,"REF0168",2023-11-25,NA,NA,"Yes","No"
"HH0261","CHW007","Ruaraka",2023-09-12,5,FALSE,"REF0169",2023-09-12,2023-09-20,"FAC013","Yes","Yes"
"HH0262","CHW005","Dagoretti",2023-02-07,3,FALSE,"REF0170",2023-02-07,NA,NA,"Yes","No"
"HH0263","CHW004","Juja",2023-11-07,6,TRUE,NA,NA,NA,NA,"No","No"
"HH0264","CHW006","Kasarani",2023-03-08,2,FALSE,"REF0171",2023-03-08,NA,NA,"Yes","No"
"HH0265","CHW005","Dagoretti",2023-05-07,1,TRUE,NA,NA,NA,NA,"No","No"
"HH0266","CHW005","Dagoretti",2023-11-12,3,FALSE,NA,NA,NA,NA,"No","No"
"HH0267","CHW010","Dagoretti",2023-06-10,3,TRUE,NA,NA,NA,NA,"No","No"
"HH0268","CHW008","Dagoretti",2023-09-13,8,FALSE,"REF0172",2023-09-13,NA,NA,"Yes","No"
"HH0269","CHW009","Dagoretti",2023-05-04,6,FALSE,"REF0173",2023-05-04,2023-05-24,"FAC016","Yes","Yes"
"HH0270","CHW005","Lang'ata",2023-01-05,7,FALSE,"REF0174",2023-01-05,2023-01-17,"FAC013","Yes","Yes"
"HH0271","CHW006","Embakasi",2023-07-25,4,TRUE,NA,NA,NA,NA,"No","No"
"HH0272","CHW006","Kawangware",2023-05-28,8,TRUE,NA,NA,NA,NA,"No","No"
"HH0273","CHW009","Dagoretti",2023-11-16,2,FALSE,"REF0175",2023-11-16,2023-11-28,"FAC011","Yes","Yes"
"HH0274","CHW009","Dagoretti",2023-03-15,7,TRUE,NA,NA,NA,NA,"No","No"
"HH0275","CHW009","Kasarani",2023-01-24,6,TRUE,NA,NA,NA,NA,"No","No"
"HH0276","CHW008","Dagoretti",2023-03-18,3,FALSE,"REF0176",2023-03-18,NA,NA,"Yes","No"
"HH0277","CHW003","Limuru",2023-11-12,5,FALSE,"REF0177",2023-11-12,NA,NA,"Yes","No"
"HH0278","CHW009","Ruaraka",2023-09-08,5,FALSE,"REF0178",2023-09-08,2023-09-19,"FAC004","Yes","Yes"
"HH0279","CHW007","Ruaraka",2023-12-19,8,FALSE,"REF0179",2023-12-19,NA,NA,"Yes","No"
"HH0280","CHW010","Dagoretti",2023-04-27,8,FALSE,"REF0180",2023-04-27,NA,NA,"Yes","No"
"HH0281","CHW010","Limuru",2023-03-17,4,FALSE,"REF0181",2023-03-17,NA,NA,"Yes","No"
"HH0282","CHW002","Ruaraka",2023-01-10,7,FALSE,"REF0182",2023-01-10,NA,NA,"Yes","No"
"HH0283","CHW007","Ruaraka",2023-02-01,4,FALSE,"REF0183",2023-02-01,NA,NA,"Yes","No"
"HH0284","CHW008","Dagoretti",2023-06-10,8,FALSE,NA,NA,NA,NA,"No","No"
"HH0285","CHW006","Kawangware",2023-07-01,5,FALSE,"REF0184",2023-07-01,2023-07-09,"FAC009","Yes","Yes"
"HH0286","CHW009","Dagoretti",2023-04-26,5,FALSE,"REF0185",2023-04-26,NA,NA,"Yes","No"
"HH0287","CHW008","Dagoretti",2023-09-03,5,FALSE,"REF0186",2023-09-03,NA,NA,"Yes","No"
"HH0288","CHW009","Dagoretti",2023-07-22,3,FALSE,"REF0187",2023-07-22,2023-08-14,"FAC003","Yes","Yes"
"HH0289","CHW006","Kasarani",2023-12-02,8,FALSE,"REF0188",2023-12-02,NA,NA,"Yes","No"
"HH0290","CHW005","Lang'ata",2023-12-23,2,FALSE,"REF0189",2023-12-23,NA,NA,"Yes","No"
"HH0291","CHW004","Juja",2023-12-09,4,FALSE,"REF0190",2023-12-09,2023-12-23,"FAC011","Yes","Yes"
"HH0292","CHW008","Dagoretti",2023-12-15,1,FALSE,NA,NA,NA,NA,"No","No"
"HH0293","CHW003","Limuru",2023-12-01,8,FALSE,"REF0191",2023-12-01,2023-12-11,"FAC011","Yes","Yes"
"HH0294","CHW005","Lang'ata",2023-01-31,2,FALSE,"REF0192",2023-01-31,2023-02-24,"FAC002","Yes","Yes"
"HH0295","CHW003","Limuru",2023-04-01,1,FALSE,NA,NA,NA,NA,"No","No"
"HH0296","CHW007","Ruaraka",2023-04-06,5,FALSE,NA,NA,NA,NA,"No","No"
"HH0297","CHW001","Kasarani",2023-10-18,6,FALSE,"REF0193",2023-10-18,NA,NA,"Yes","No"
"HH0298","CHW009","Ruaraka",2023-09-10,3,FALSE,NA,NA,NA,NA,"No","No"
"HH0299","CHW008","Dagoretti",2023-04-09,6,FALSE,"REF0194",2023-04-09,NA,NA,"Yes","No"
"HH0300","CHW005","Lang'ata",2023-04-06,6,TRUE,NA,NA,NA,NA,"No","No"
"HH0301","CHW005","Lang'ata",2023-12-12,3,FALSE,"REF0195",2023-12-12,NA,NA,"Yes","No"
"HH0302","CHW007","Ruaraka",2023-09-21,7,FALSE,"REF0196",2023-09-21,2023-09-26,"FAC016","Yes","Yes"
"HH0303","CHW006","Embakasi",2023-01-04,4,FALSE,"REF0197",2023-01-04,2023-01-15,"FAC010","Yes","Yes"
"HH0304","CHW010","Dagoretti",2023-10-21,6,TRUE,NA,NA,NA,NA,"No","No"
"HH0305","CHW004","Juja",2023-12-08,5,TRUE,NA,NA,NA,NA,"No","No"
"HH0306","CHW003","Limuru",2023-12-18,5,FALSE,"REF0198",2023-12-18,NA,NA,"Yes","No"
"HH0307","CHW005","Dagoretti",2023-11-11,3,FALSE,"REF0199",2023-11-11,NA,NA,"Yes","No"
"HH0308","CHW010","Limuru",2023-08-01,8,FALSE,"REF0200",2023-08-01,NA,NA,"Yes","No"
"HH0309","CHW004","Juja",2023-12-15,2,FALSE,"REF0201",2023-12-15,NA,NA,"Yes","No"
"HH0310","CHW006","Embakasi",2023-10-16,4,TRUE,NA,NA,NA,NA,"No","No"
"HH0311","CHW010","Dagoretti",2023-03-18,8,TRUE,NA,NA,NA,NA,"No","No"
"HH0312","CHW002","Ruaraka",2023-10-26,8,FALSE,NA,NA,NA,NA,"No","No"
"HH0313","CHW008","Dagoretti",2023-09-20,1,FALSE,"REF0202",2023-09-20,NA,NA,"Yes","No"
"HH0314","CHW005","Lang'ata",2023-01-12,1,FALSE,"REF0203",2023-01-12,NA,NA,"Yes","No"
"HH0315","CHW001","Kasarani",2023-06-26,1,FALSE,NA,NA,NA,NA,"No","No"
"HH0316","CHW002","Uthiru",2023-01-17,3,FALSE,"REF0204",2023-01-17,NA,NA,"Yes","No"
"HH0317","CHW007","Ruaraka",2023-07-15,7,FALSE,"REF0205",2023-07-15,NA,NA,"Yes","No"
"HH0318","CHW009","Kasarani",2023-12-01,2,FALSE,"REF0206",2023-12-01,NA,NA,"Yes","No"
"HH0319","CHW009","Kasarani",2023-04-25,1,FALSE,NA,NA,NA,NA,"No","No"
"HH0320","CHW008","Dagoretti",2023-09-30,4,FALSE,"REF0207",2023-09-30,2023-10-09,"FAC007","Yes","Yes"
"HH0321","CHW002","Ruaraka",2023-12-05,1,FALSE,"REF0208",2023-12-05,2023-12-25,"FAC002","Yes","Yes"
"HH0322","CHW008","Dagoretti",2023-05-06,7,FALSE,"REF0209",2023-05-06,NA,NA,"Yes","No"
"HH0323","CHW001","Lang'ata",2023-09-15,4,FALSE,NA,NA,NA,NA,"No","No"
"HH0324","CHW010","Limuru",2023-10-23,6,FALSE,"REF0210",2023-10-23,NA,NA,"Yes","No"
"HH0325","CHW009","Kasarani",2023-07-31,1,FALSE,"REF0211",2023-07-31,NA,NA,"Yes","No"
"HH0326","CHW003","Limuru",2023-10-12,6,FALSE,NA,NA,NA,NA,"No","No"
"HH0327","CHW007","Ruaraka",2023-12-23,3,FALSE,"REF0212",2023-12-23,2024-01-10,"FAC016","Yes","Yes"
"HH0328","CHW004","Juja",2023-06-03,3,FALSE,NA,NA,NA,NA,"No","No"
"HH0329","CHW001","Limuru",2023-07-31,3,FALSE,"REF0213",2023-07-31,2023-08-11,"FAC003","Yes","Yes"
"HH0330","CHW008","Dagoretti",2023-02-17,4,FALSE,"REF0214",2023-02-17,2023-03-09,"FAC020","Yes","Yes"
"HH0331","CHW001","Lang'ata",2023-04-07,4,FALSE,"REF0215",2023-04-07,NA,NA,"Yes","No"
"HH0332","CHW006","Kasarani",2023-01-08,4,FALSE,NA,NA,NA,NA,"No","No"
"HH0333","CHW002","Uthiru",2023-05-05,4,FALSE,"REF0216",2023-05-05,2023-05-16,"FAC010","Yes","Yes"
"HH0334","CHW007","Ruaraka",2023-10-01,5,FALSE,"REF0217",2023-10-01,NA,NA,"Yes","No"
"HH0335","CHW008","Dagoretti",2023-02-20,8,FALSE,"REF0218",2023-02-20,2023-02-27,"FAC012","Yes","Yes"
"HH0336","CHW006","Kasarani",2023-01-24,4,FALSE,"REF0219",2023-01-24,2023-02-11,"FAC019","Yes","Yes"
"HH0337","CHW010","Dagoretti",2023-08-02,4,FALSE,"REF0220",2023-08-02,2023-08-29,"FAC008","Yes","Yes"
"HH0338","CHW008","Dagoretti",2023-05-12,8,FALSE,NA,NA,NA,NA,"No","No"
"HH0339","CHW008","Dagoretti",2023-03-28,6,FALSE,"REF0221",2023-03-28,NA,NA,"Yes","No"
"HH0340","CHW008","Dagoretti",2023-10-05,1,FALSE,"REF0222",2023-10-05,NA,NA,"Yes","No"
"HH0341","CHW002","Ruaraka",2023-01-04,4,FALSE,"REF0223",2023-01-04,2023-01-11,"FAC017","Yes","Yes"
"HH0342","CHW008","Dagoretti",2023-01-31,8,FALSE,"REF0224",2023-01-31,2023-02-18,"FAC018","Yes","Yes"
"HH0343","CHW007","Ruaraka",2023-01-09,5,FALSE,"REF0225",2023-01-09,2023-01-26,"FAC014","Yes","Yes"
"HH0344","CHW003","Limuru",2023-02-19,4,FALSE,"REF0226",2023-02-19,NA,NA,"Yes","No"
"HH0345","CHW006","Kasarani",2023-07-23,7,TRUE,NA,NA,NA,NA,"No","No"
"HH0346","CHW008","Dagoretti",2023-12-23,2,FALSE,"REF0227",2023-12-23,NA,NA,"Yes","No"
"HH0347","CHW001","Lang'ata",2023-07-27,8,FALSE,"REF0228",2023-07-27,2023-08-02,"FAC003","Yes","Yes"
"HH0348","CHW008","Dagoretti",2023-11-27,2,FALSE,NA,NA,NA,NA,"No","No"
"HH0349","CHW001","Lang'ata",2023-04-19,8,FALSE,"REF0229",2023-04-19,NA,NA,"Yes","No"
"HH0350","CHW005","Lang'ata",2023-10-16,3,FALSE,NA,NA,NA,NA,"No","No"
"HH0351","CHW006","Embakasi",2023-04-17,7,FALSE,NA,NA,NA,NA,"No","No"
"HH0352","CHW005","Uthiru",2023-10-16,7,FALSE,"REF0230",2023-10-16,NA,NA,"Yes","No"
"HH0353","CHW007","Ruaraka",2023-12-19,6,FALSE,"REF0231",2023-12-19,NA,NA,"Yes","No"
"HH0354","CHW002","Uthiru",2023-11-06,7,FALSE,NA,NA,NA,NA,"No","No"
"HH0355","CHW006","Embakasi",2023-11-21,8,FALSE,"REF0232",2023-11-21,2023-12-04,"FAC014","Yes","Yes"
"HH0356","CHW003","Limuru",2023-02-13,5,FALSE,"REF0233",2023-02-13,NA,NA,"Yes","No"
"HH0357","CHW002","Uthiru",2023-03-20,3,FALSE,"REF0234",2023-03-20,2023-03-24,"FAC003","Yes","Yes"
"HH0358","CHW001","Kasarani",2023-08-16,5,FALSE,"REF0235",2023-08-16,2023-08-30,"FAC015","Yes","Yes"
"HH0359","CHW009","Ruaraka",2023-09-20,1,FALSE,"REF0236",2023-09-20,NA,NA,"Yes","No"
"HH0360","CHW010","Dagoretti",2023-06-16,1,FALSE,"REF0237",2023-06-16,2023-06-19,"FAC018","Yes","Yes"
"HH0361","CHW004","Juja",2023-12-17,3,FALSE,"REF0238",2023-12-17,2023-12-22,"FAC003","Yes","Yes"
"HH0362","CHW003","Limuru",2023-05-22,8,FALSE,"REF0239",2023-05-22,2023-05-30,"FAC016","Yes","Yes"
"HH0363","CHW010","Dagoretti",2023-04-11,3,FALSE,"REF0240",2023-04-11,NA,NA,"Yes","No"
"HH0364","CHW006","Kawangware",2023-07-14,6,FALSE,"REF0241",2023-07-14,NA,NA,"Yes","No"
"HH0365","CHW010","Juja",2023-06-03,4,FALSE,"REF0242",2023-06-03,2023-06-16,"FAC011","Yes","Yes"
"HH0366","CHW005","Lang'ata",2023-12-22,4,FALSE,"REF0243",2023-12-22,2024-01-17,"FAC013","Yes","Yes"
"HH0367","CHW006","Embakasi",2023-10-16,3,TRUE,NA,NA,NA,NA,"No","No"
"HH0368","CHW009","Kasarani",2023-08-25,4,FALSE,"REF0244",2023-08-25,2023-09-17,"FAC003","Yes","Yes"
"HH0369","CHW007","Ruaraka",2023-03-13,4,FALSE,"REF0245",2023-03-13,2023-03-27,"FAC013","Yes","Yes"
"HH0370","CHW002","Uthiru",2023-11-03,7,FALSE,"REF0246",2023-11-03,NA,NA,"Yes","No"
"HH0371","CHW007","Ruaraka",2023-07-04,2,FALSE,"REF0247",2023-07-04,2023-07-26,"FAC012","Yes","Yes"
"HH0372","CHW003","Limuru",2023-10-16,7,FALSE,NA,NA,NA,NA,"No","No"
"HH0373","CHW006","Kasarani",2023-02-24,5,TRUE,NA,NA,NA,NA,"No","No"
"HH0374","CHW004","Juja",2023-08-17,8,FALSE,"REF0248",2023-08-17,NA,NA,"Yes","No"
"HH0375","CHW009","Kasarani",2023-06-26,8,FALSE,"REF0249",2023-06-26,NA,NA,"Yes","No"
"HH0376","CHW002","Ruaraka",2023-03-14,6,FALSE,"REF0250",2023-03-14,2023-03-30,"FAC012","Yes","Yes"
"HH0377","CHW008","Dagoretti",2023-08-13,8,FALSE,"REF0251",2023-08-13,2023-09-08,"FAC004","Yes","Yes"
"HH0378","CHW001","Kasarani",2023-11-28,3,TRUE,NA,NA,NA,NA,"No","No"
"HH0379","CHW004","Juja",2023-10-10,7,TRUE,NA,NA,NA,NA,"No","No"
"HH0380","CHW008","Dagoretti",2023-07-27,3,FALSE,"REF0252",2023-07-27,NA,NA,"Yes","No"
"HH0381","CHW001","Limuru",2023-11-11,8,FALSE,"REF0253",2023-11-11,2023-12-04,"FAC007","Yes","Yes"
"HH0382","CHW004","Juja",2023-12-27,2,FALSE,"REF0254",2023-12-27,NA,NA,"Yes","No"
"HH0383","CHW009","Kasarani",2023-07-07,8,FALSE,"REF0255",2023-07-07,NA,NA,"Yes","No"
"HH0384","CHW008","Dagoretti",2023-11-02,7,FALSE,"REF0256",2023-11-02,2023-11-30,"FAC015","Yes","Yes"
"HH0385","CHW010","Juja",2023-12-11,5,FALSE,NA,NA,NA,NA,"No","No"
"HH0386","CHW010","Juja",2023-12-11,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0387","CHW004","Juja",2023-03-01,3,TRUE,NA,NA,NA,NA,"No","No"
"HH0388","CHW009","Dagoretti",2023-08-03,7,FALSE,"REF0257",2023-08-03,NA,NA,"Yes","No"
"HH0389","CHW009","Ruaraka",2023-11-27,3,FALSE,"REF0258",2023-11-27,NA,NA,"Yes","No"
"HH0390","CHW003","Limuru",2023-06-11,1,FALSE,NA,NA,NA,NA,"No","No"
"HH0391","CHW001","Kasarani",2023-03-11,7,TRUE,NA,NA,NA,NA,"No","No"
"HH0392","CHW009","Ruaraka",2023-12-01,8,FALSE,"REF0259",2023-12-01,NA,NA,"Yes","No"
"HH0393","CHW008","Dagoretti",2023-02-12,4,FALSE,"REF0260",2023-02-12,2023-03-02,"FAC010","Yes","Yes"
"HH0394","CHW003","Limuru",2023-10-17,8,FALSE,"REF0261",2023-10-17,2023-10-21,"FAC009","Yes","Yes"
"HH0395","CHW009","Dagoretti",2023-10-05,1,FALSE,"REF0262",2023-10-05,NA,NA,"Yes","No"
"HH0396","CHW004","Juja",2023-02-22,4,FALSE,"REF0263",2023-02-22,NA,NA,"Yes","No"
"HH0397","CHW008","Dagoretti",2023-06-28,2,FALSE,"REF0264",2023-06-28,NA,NA,"Yes","No"
"HH0398","CHW004","Juja",2023-10-29,7,FALSE,"REF0265",2023-10-29,2023-11-05,"FAC007","Yes","Yes"
"HH0399","CHW001","Limuru",2023-06-29,3,FALSE,"REF0266",2023-06-29,NA,NA,"Yes","No"
"HH0400","CHW005","Lang'ata",2023-05-17,2,FALSE,"REF0267",2023-05-17,NA,NA,"Yes","No"
"HH0401","CHW007","Ruaraka",2023-05-22,3,FALSE,"REF0268",2023-05-22,2023-05-27,"FAC011","Yes","Yes"
"HH0402","CHW004","Juja",2023-09-08,5,TRUE,NA,NA,NA,NA,"No","No"
"HH0403","CHW007","Ruaraka",2023-08-20,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0404","CHW007","Ruaraka",2023-12-22,6,FALSE,"REF0269",2023-12-22,NA,NA,"Yes","No"
"HH0405","CHW010","Juja",2023-02-17,8,FALSE,"REF0270",2023-02-17,NA,NA,"Yes","No"
"HH0406","CHW002","Uthiru",2023-04-22,4,FALSE,"REF0271",2023-04-22,2023-05-02,"FAC011","Yes","Yes"
"HH0407","CHW009","Ruaraka",2023-03-08,8,FALSE,"REF0272",2023-03-08,NA,NA,"Yes","No"
"HH0408","CHW001","Lang'ata",2023-02-20,8,FALSE,"REF0273",2023-02-20,NA,NA,"Yes","No"
"HH0409","CHW003","Limuru",2023-08-22,7,TRUE,NA,NA,NA,NA,"No","No"
"HH0410","CHW004","Juja",2023-11-29,5,FALSE,"REF0274",2023-11-29,2023-12-02,"FAC012","Yes","Yes"
"HH0411","CHW003","Limuru",2023-07-22,4,FALSE,"REF0275",2023-07-22,2023-07-26,"FAC001","Yes","Yes"
"HH0412","CHW004","Juja",2023-02-09,4,TRUE,NA,NA,NA,NA,"No","No"
"HH0413","CHW009","Ruaraka",2023-08-16,6,TRUE,NA,NA,NA,NA,"No","No"
"HH0414","CHW002","Uthiru",2023-12-22,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0415","CHW004","Juja",2023-02-15,2,FALSE,"REF0276",2023-02-15,2023-02-25,"FAC005","Yes","Yes"
"HH0416","CHW007","Ruaraka",2023-11-25,3,FALSE,"REF0277",2023-11-25,NA,NA,"Yes","No"
"HH0417","CHW010","Dagoretti",2023-03-26,4,FALSE,"REF0278",2023-03-26,2023-04-09,"FAC020","Yes","Yes"
"HH0418","CHW008","Dagoretti",2023-02-14,3,FALSE,"REF0279",2023-02-14,NA,NA,"Yes","No"
"HH0419","CHW007","Ruaraka",2023-08-08,3,FALSE,"REF0280",2023-08-08,NA,NA,"Yes","No"
"HH0420","CHW004","Juja",2023-12-20,5,TRUE,NA,NA,NA,NA,"No","No"
"HH0421","CHW004","Juja",2023-07-20,1,FALSE,"REF0281",2023-07-20,NA,NA,"Yes","No"
"HH0422","CHW004","Juja",2023-07-17,8,TRUE,NA,NA,NA,NA,"No","No"
"HH0423","CHW010","Juja",2023-09-28,1,FALSE,NA,NA,NA,NA,"No","No"
"HH0424","CHW006","Embakasi",2023-07-18,7,FALSE,"REF0282",2023-07-18,NA,NA,"Yes","No"
"HH0425","CHW008","Dagoretti",2023-01-09,1,FALSE,"REF0283",2023-01-09,2023-01-11,"FAC013","Yes","Yes"
"HH0426","CHW009","Dagoretti",2023-11-18,7,FALSE,"REF0284",2023-11-18,NA,NA,"Yes","No"
"HH0427","CHW009","Ruaraka",2023-11-12,2,TRUE,NA,NA,NA,NA,"No","No"
"HH0428","CHW005","Uthiru",2023-09-19,3,FALSE,"REF0285",2023-09-19,2023-10-10,"FAC003","Yes","Yes"
"HH0429","CHW005","Lang'ata",2023-08-12,4,FALSE,"REF0286",2023-08-12,2023-08-26,"FAC004","Yes","Yes"
"HH0430","CHW008","Dagoretti",2023-06-08,3,FALSE,"REF0287",2023-06-08,NA,NA,"Yes","No"
"HH0431","CHW001","Lang'ata",2023-09-12,5,FALSE,"REF0288",2023-09-12,2023-10-07,"FAC009","Yes","Yes"
"HH0432","CHW002","Ruaraka",2023-06-21,5,FALSE,"REF0289",2023-06-21,2023-07-10,"FAC003","Yes","Yes"
"HH0433","CHW008","Dagoretti",2023-09-19,8,FALSE,NA,NA,NA,NA,"No","No"
"HH0434","CHW003","Limuru",2023-03-22,2,FALSE,NA,NA,NA,NA,"No","No"
"HH0435","CHW002","Ruaraka",2023-09-18,1,TRUE,NA,NA,NA,NA,"No","No"
"HH0436","CHW004","Juja",2023-08-30,3,FALSE,"REF0290",2023-08-30,NA,NA,"Yes","No"
"HH0437","CHW001","Limuru",2023-12-02,6,FALSE,"REF0291",2023-12-02,NA,NA,"Yes","No"
"HH0438","CHW006","Kasarani",2023-02-09,2,FALSE,"REF0292",2023-02-09,NA,NA,"Yes","No"
"HH0439","CHW003","Limuru",2023-09-22,7,FALSE,"REF0293",2023-09-22,NA,NA,"Yes","No"
"HH0440","CHW005","Dagoretti",2023-06-17,8,TRUE,NA,NA,NA,NA,"No","No"
"HH0441","CHW001","Kasarani",2023-04-13,5,FALSE,"REF0294",2023-04-13,2023-04-25,"FAC019","Yes","Yes"
"HH0442","CHW008","Dagoretti",2023-10-07,4,FALSE,"REF0295",2023-10-07,NA,NA,"Yes","No"
"HH0443","CHW001","Lang'ata",2023-10-05,1,FALSE,NA,NA,NA,NA,"No","No"
"HH0444","CHW001","Limuru",2023-07-12,5,FALSE,"REF0296",2023-07-12,NA,NA,"Yes","No"
"HH0445","CHW004","Juja",2023-09-09,3,FALSE,"REF0297",2023-09-09,2023-10-09,"FAC008","Yes","Yes"
"HH0446","CHW009","Dagoretti",2023-12-25,8,FALSE,NA,NA,NA,NA,"No","No"
"HH0447","CHW002","Ruaraka",2023-09-16,7,TRUE,NA,NA,NA,NA,"No","No"
"HH0448","CHW002","Ruaraka",2023-08-11,3,FALSE,"REF0298",2023-08-11,2023-08-22,"FAC013","Yes","Yes"
"HH0449","CHW006","Kasarani",2023-08-20,2,FALSE,NA,NA,NA,NA,"No","No"
"HH0450","CHW003","Limuru",2023-03-21,8,TRUE,NA,NA,NA,NA,"No","No"
"HH0451","CHW008","Dagoretti",2023-07-28,6,TRUE,NA,NA,NA,NA,"No","No"
"HH0452","CHW004","Juja",2023-06-07,2,FALSE,"REF0299",2023-06-07,NA,NA,"Yes","No"
"HH0453","CHW005","Lang'ata",2023-12-23,4,FALSE,NA,NA,NA,NA,"No","No"
"HH0454","CHW006","Embakasi",2023-02-16,6,FALSE,"REF0300",2023-02-16,2023-02-26,"FAC009","Yes","Yes"
"HH0455","CHW003","Limuru",2023-07-27,4,FALSE,"REF0301",2023-07-27,2023-08-22,"FAC005","Yes","Yes"
"HH0456","CHW002","Ruaraka",2023-02-01,4,FALSE,"REF0302",2023-02-01,NA,NA,"Yes","No"
"HH0457","CHW006","Kawangware",2023-11-19,2,FALSE,"REF0303",2023-11-19,2023-12-16,"FAC003","Yes","Yes"
"HH0458","CHW001","Lang'ata",2023-04-12,8,FALSE,NA,NA,NA,NA,"No","No"
"HH0459","CHW002","Uthiru",2023-03-04,8,TRUE,NA,NA,NA,NA,"No","No"
"HH0460","CHW001","Lang'ata",2023-10-21,7,FALSE,"REF0304",2023-10-21,2023-11-04,"FAC006","Yes","Yes"
"HH0461","CHW006","Embakasi",2023-04-06,8,FALSE,NA,NA,NA,NA,"No","No"
"HH0462","CHW001","Limuru",2023-11-14,5,FALSE,"REF0305",2023-11-14,NA,NA,"Yes","No"
"HH0463","CHW008","Dagoretti",2023-02-14,3,FALSE,"REF0306",2023-02-14,NA,NA,"Yes","No"
"HH0464","CHW009","Kasarani",2023-11-19,1,FALSE,NA,NA,NA,NA,"No","No"
"HH0465","CHW006","Kasarani",2023-10-06,6,FALSE,NA,NA,NA,NA,"No","No"
"HH0466","CHW009","Dagoretti",2023-07-18,1,FALSE,"REF0307",2023-07-18,2023-08-16,"FAC009","Yes","Yes"
"HH0467","CHW001","Kasarani",2023-09-29,4,FALSE,NA,NA,NA,NA,"No","No"
"HH0468","CHW002","Ruaraka",2023-12-03,1,FALSE,"REF0308",2023-12-03,NA,NA,"Yes","No"
"HH0469","CHW010","Limuru",2023-07-01,3,FALSE,"REF0309",2023-07-01,NA,NA,"Yes","No"
"HH0470","CHW006","Kawangware",2023-01-15,6,FALSE,NA,NA,NA,NA,"No","No"
"HH0471","CHW010","Juja",2023-10-16,8,FALSE,"REF0310",2023-10-16,2023-10-18,"FAC003","Yes","Yes"
"HH0472","CHW001","Lang'ata",2023-11-05,8,FALSE,"REF0311",2023-11-05,NA,NA,"Yes","No"
"HH0473","CHW004","Juja",2023-06-24,6,FALSE,"REF0312",2023-06-24,2023-07-17,"FAC005","Yes","Yes"
"HH0474","CHW002","Uthiru",2023-02-07,7,FALSE,"REF0313",2023-02-07,2023-02-18,"FAC005","Yes","Yes"
"HH0475","CHW003","Limuru",2023-11-24,6,FALSE,"REF0314",2023-11-24,NA,NA,"Yes","No"
"HH0476","CHW010","Limuru",2023-04-25,3,FALSE,"REF0315",2023-04-25,NA,NA,"Yes","No"
"HH0477","CHW005","Uthiru",2023-04-01,7,FALSE,NA,NA,NA,NA,"No","No"
"HH0478","CHW010","Juja",2023-04-04,4,FALSE,"REF0316",2023-04-04,2023-04-20,"FAC005","Yes","Yes"
"HH0479","CHW006","Kawangware",2023-02-09,6,FALSE,"REF0317",2023-02-09,NA,NA,"Yes","No"
"HH0480","CHW002","Uthiru",2023-08-17,4,TRUE,NA,NA,NA,NA,"No","No"
"HH0481","CHW004","Juja",2023-06-29,2,FALSE,"REF0318",2023-06-29,2023-07-14,"FAC014","Yes","Yes"
"HH0482","CHW003","Limuru",2023-09-10,6,FALSE,"REF0319",2023-09-10,2023-09-26,"FAC019","Yes","Yes"
"HH0483","CHW004","Juja",2023-08-20,1,TRUE,NA,NA,NA,NA,"No","No"
"HH0484","CHW005","Uthiru",2023-06-13,2,FALSE,"REF0320",2023-06-13,2023-06-26,"FAC006","Yes","Yes"
"HH0485","CHW002","Ruaraka",2023-06-23,8,FALSE,"REF0321",2023-06-23,NA,NA,"Yes","No"
"HH0486","CHW003","Limuru",2023-03-22,6,TRUE,NA,NA,NA,NA,"No","No"
